,Study_number,Rs_annual,Study_midyear,geometry,color
6185,10066.0,393.9,1212278400.0,POINT (-3.465277778 53.05527778),#1c8e00ff
6184,10066.0,354.9,1212278400.0,POINT (-3.465277778 53.05527778),#198d00ff
6183,10066.0,547.1,1180656000.0,POINT (-3.465277778 53.05527778),#289400ff
6182,10066.0,601.9,1180656000.0,POINT (-3.465277778 53.05527778),#2c9600ff
6181,10066.0,506.6,1180656000.0,POINT (-3.465277778 53.05527778),#259200ff
6180,10066.0,597.0,1149120000.0,POINT (-3.465277778 53.05527778),#2b9600ff
6179,10066.0,563.8,1149120000.0,POINT (-3.465277778 53.05527778),#299500ff
6162,10066.0,962.3,959817600.0,POINT (-3.465277778 53.05527778),#46a300ff
6204,10066.0,376.7,1401580800.0,POINT (-3.465277778 53.05527778),#1b8e00ff
6205,10066.0,292.5,1433116800.0,POINT (-3.465277778 53.05527778),#158b00ff
6201,10066.0,440.8,1370044800.0,POINT (-3.465277778 53.05527778),#209000ff
6207,10066.0,302.6,1433116800.0,POINT (-3.465277778 53.05527778),#168b00ff
6170,10066.0,663.1,1054425600.0,POINT (-3.465277778 53.05527778),#309800ff
6206,10066.0,484.5,1433116800.0,POINT (-3.465277778 53.05527778),#239200ff
6171,10066.0,662.1,1054425600.0,POINT (-3.465277778 53.05527778),#309800ff
6172,10066.0,416.0,1086048000.0,POINT (-3.465277778 53.05527778),#1e8f00ff
6173,10066.0,597.8,1086048000.0,POINT (-3.465277778 53.05527778),#2b9600ff
6174,10066.0,498.5,1086048000.0,POINT (-3.465277778 53.05527778),#249200ff
6175,10066.0,459.0,1117584000.0,POINT (-3.465277778 53.05527778),#219100ff
6176,10066.0,560.2,1117584000.0,POINT (-3.465277778 53.05527778),#289400ff
6177,10066.0,506.5,1117584000.0,POINT (-3.465277778 53.05527778),#259200ff
6178,10066.0,555.4,1149120000.0,POINT (-3.465277778 53.05527778),#289400ff
6167,10066.0,617.9,1022889600.0,POINT (-3.465277778 53.05527778),#2d9700ff
6166,10066.0,539.6,1022889600.0,POINT (-3.465277778 53.05527778),#279400ff
6210,10066.0,319.3,1464739200.0,POINT (-3.465277778 53.05527778),#178c00ff
6165,10066.0,716.8,991353600.0,POINT (-3.465277778 53.05527778),#349a00ff
6164,10066.0,839.9,991353600.0,POINT (-3.465277778 53.05527778),#3d9f00ff
6209,10066.0,354.8,1464739200.0,POINT (-3.465277778 53.05527778),#198d00ff
6208,10066.0,306.4,1464739200.0,POINT (-3.465277778 53.05527778),#168b00ff
6169,10066.0,566.8,1054425600.0,POINT (-3.465277778 53.05527778),#299500ff
6168,10066.0,595.4,1022889600.0,POINT (-3.465277778 53.05527778),#2b9600ff
6721,10070.0,960.0,1338508800.0,POINT (128.433 36.833),#46a300ff
6720,10070.0,2411.0,1306886400.0,POINT (128.433 36.833),#b0d800ff
6722,10070.0,2536.0,1338508800.0,POINT (128.433 36.833),#b9dc00ff
6719,10070.0,896.0,1306886400.0,POINT (128.433 36.833),#41a100ff
6226,10075.0,1771.0,1212278400.0,POINT (81.15000000000001 43.75),#81c100ff
6225,10075.0,1990.0,1212278400.0,POINT (81.15000000000001 43.75),#91c800ff
6227,10075.0,1695.0,1212278400.0,POINT (81.15000000000001 43.75),#7bbe00ff
5997,10087.0,932.7,1275350400.0,POINT (118.72 32.2),#44a200ff
5998,10087.0,863.0,1275350400.0,POINT (118.72 32.2),#3f9f00ff
5999,10087.0,875.7,1275350400.0,POINT (118.72 32.2),#40a000ff
6000,10087.0,998.7,1275350400.0,POINT (118.72 32.2),#49a400ff
6001,10087.0,782.0,1306886400.0,POINT (118.72 32.2),#399c00ff
6002,10087.0,784.1,1306886400.0,POINT (118.72 32.2),#399d00ff
6006,10087.0,1111.1,1338508800.0,POINT (118.72 32.2),#51a800ff
6004,10087.0,757.6,1306886400.0,POINT (118.72 32.2),#379c00ff
6005,10087.0,919.9,1338508800.0,POINT (118.72 32.2),#43a200ff
6007,10087.0,935.4,1338508800.0,POINT (118.72 32.2),#44a200ff
6003,10087.0,785.7,1306886400.0,POINT (118.72 32.2),#399d00ff
6008,10087.0,1019.2,1338508800.0,POINT (118.72 32.2),#4aa500ff
6009,10091.0,6328.0,1338508800.0,POINT (31.08 -18.18),#ff3100ff
6010,10091.0,2141.0,1338508800.0,POINT (31.08 -18.18),#9cce00ff
6011,10091.0,1410.0,1338508800.0,POINT (31.08 -18.18),#67b300ff
6012,10104.0,1771.0,1306886400.0,POINT (144.0941944 -37.42236111),#81c100ff
6013,10104.0,1434.0,1306886400.0,POINT (144.0941944 -37.42236111),#68b400ff
6014,10106.0,660.0,1117584000.0,POINT (31.496 -25.02),#309800ff
6015,10106.0,352.0,1117584000.0,POINT (31.496 -25.02),#198d00ff
6742,10109.0,957.0,1306886400.0,POINT (110.863 4.958),#45a300ff
6744,10109.0,1539.0,1306886400.0,POINT (112.764 59.924),#70b800ff
6745,10109.0,1359.0,1306886400.0,POINT (112.764 59.924),#63b200ff
6746,10109.0,1578.0,1306886400.0,POINT (112.764 59.924),#73b900ff
6737,10109.0,631.0,1306886400.0,POINT (102.2936 -0.3455),#2e9700ff
6736,10109.0,497.0,1306886400.0,POINT (102.2936 -0.3455),#249200ff
6743,10109.0,798.0,1306886400.0,POINT (112.764 59.924),#3a9d00ff
6738,10109.0,670.0,1306886400.0,POINT (102.2936 -0.3455),#319800ff
6739,10109.0,770.0,1306886400.0,POINT (110.863 4.958),#389c00ff
6735,10109.0,445.0,1306886400.0,POINT (102.2936 -0.3455),#209000ff
6740,10109.0,896.0,1306886400.0,POINT (110.863 4.958),#41a100ff
6741,10109.0,992.0,1306886400.0,POINT (110.863 4.958),#48a400ff
6616,10158.0,1462.0,1370044800.0,POINT (116.4166667 40.08333333),#6ab500ff
6016,10205.0,1693.0,1370044800.0,POINT (102.72 -2.04),#7bbe00ff
6017,10205.0,1611.0,1370044800.0,POINT (102.72 -2.04),#75bb00ff
6018,10205.0,1609.0,1370044800.0,POINT (102.72 -2.04),#75bb00ff
6019,10205.0,922.0,1370044800.0,POINT (102.72 -2.04),#43a200ff
6020,10205.0,1621.0,1370044800.0,POINT (103.3 -1.99),#76bb00ff
6021,10205.0,1555.0,1370044800.0,POINT (103.3 -1.99),#71b900ff
6022,10205.0,1652.0,1370044800.0,POINT (103.3 -1.99),#78bc00ff
6023,10205.0,1029.0,1370044800.0,POINT (103.3 -1.99),#4ba500ff
6025,10226.0,712.0,1306886400.0,POINT (29.25 41.17),#349a00ff
6027,10226.0,686.0,1338508800.0,POINT (29.25 41.17),#329900ff
6026,10226.0,668.0,1338508800.0,POINT (29.25 41.17),#309800ff
6024,10226.0,639.0,1306886400.0,POINT (29.25 41.17),#2e9700ff
6029,10250.0,1340.0,1212278400.0,POINT (8.688000000000001 53.533),#62b100ff
6033,10250.0,1300.0,1275350400.0,POINT (8.688000000000001 53.533),#5faf00ff
6032,10250.0,1283.0,1275350400.0,POINT (8.688000000000001 53.533),#5daf00ff
6031,10250.0,1352.0,1243814400.0,POINT (8.688000000000001 53.533),#62b100ff
6028,10250.0,1324.0,1212278400.0,POINT (8.688000000000001 53.533),#60b000ff
6030,10250.0,1344.0,1243814400.0,POINT (8.688000000000001 53.533),#62b100ff
5589,10266.0,293.0,1212278400.0,POINT (104.67 35.2),#158b00ff
5594,10266.0,240.0,1370044800.0,POINT (104.67 35.2),#118900ff
5593,10266.0,226.0,1338508800.0,POINT (104.67 35.2),#108800ff
5592,10266.0,234.0,1306886400.0,POINT (104.67 35.2),#118900ff
5590,10266.0,298.0,1243814400.0,POINT (104.67 35.2),#158b00ff
5591,10266.0,238.0,1275350400.0,POINT (104.67 35.2),#118900ff
6318,10305.0,485.54,1401580800.0,POINT (14.275 48.87),#239200ff
6319,10305.0,250.85,1401580800.0,POINT (14.275 48.87),#128900ff
6269,10321.0,491.21,1212278400.0,POINT (140.1166667 36.01666667),#239200ff
6270,10321.0,357.22,1212278400.0,POINT (140.1166667 36.01666667),#1a8d00ff
6271,10321.0,589.45,1212278400.0,POINT (140.1166667 36.01666667),#2b9500ff
6039,10322.0,929.0,1338508800.0,POINT (-77.25019666999999 38.97692833),#43a200ff
6038,10322.0,1335.0,1338508800.0,POINT (-77.285225 38.9686325),#61b100ff
6036,10322.0,1231.0,1338508800.0,POINT (-77.31806167000001 38.90971667),#5aad00ff
6035,10322.0,1018.0,1338508800.0,POINT (-77.33225 38.88440333),#4aa500ff
6034,10322.0,1026.0,1338508800.0,POINT (-77.34769333 38.85758833),#4ba500ff
6037,10322.0,1087.0,1338508800.0,POINT (-77.29665833 38.932605),#4fa800ff
6040,10329.0,619.0,1212278400.0,POINT (-1.32 51.77),#2d9700ff
6050,10373.0,602.0,1338508800.0,POINT (107.67 35.22),#2c9600ff
6053,10373.0,961.0,1370044800.0,POINT (107.67 35.22),#46a300ff
6045,10373.0,635.0,1306886400.0,POINT (107.67 35.22),#2e9700ff
6046,10373.0,542.0,1306886400.0,POINT (107.67 35.22),#279400ff
6047,10373.0,539.0,1306886400.0,POINT (107.67 35.22),#279400ff
6048,10373.0,469.0,1306886400.0,POINT (107.67 35.22),#229100ff
6049,10373.0,745.0,1338508800.0,POINT (107.67 35.22),#369b00ff
6051,10373.0,541.0,1338508800.0,POINT (107.67 35.22),#279400ff
6052,10373.0,577.0,1338508800.0,POINT (107.67 35.22),#2a9500ff
6055,10373.0,554.0,1370044800.0,POINT (107.67 35.22),#289400ff
6054,10373.0,605.0,1370044800.0,POINT (107.67 35.22),#2c9600ff
6056,10373.0,651.0,1370044800.0,POINT (107.67 35.22),#2f9800ff
6620,10374.0,390.0,1370044800.0,POINT (26.75583333 57.70944444),#1c8e00ff
6619,10374.0,370.0,1370044800.0,POINT (26.75583333 57.70944444),#1b8d00ff
6618,10374.0,510.0,1370044800.0,POINT (26.52638889 58.33055556),#259300ff
6617,10374.0,490.0,1370044800.0,POINT (26.52638889 58.33055556),#239200ff
6057,10383.0,1917.0,1306886400.0,POINT (-94.17906944000001 36.09699444),#8cc600ff
6059,10383.0,2520.0,1306886400.0,POINT (-94.17906944000001 36.09699444),#b8dc00ff
6058,10383.0,2233.0,1306886400.0,POINT (-94.17906944000001 36.09699444),#a3d100ff
6060,10404.0,979.0,1306886400.0,POINT (-123.6427778 42.27805556),#47a400ff
6062,10404.0,802.0,1306886400.0,POINT (-122.735 46.89638889),#3a9d00ff
6063,10404.0,1055.0,1306886400.0,POINT (-123.6427778 42.27805556),#4da600ff
6064,10404.0,1303.0,1306886400.0,POINT (-123.1822222 44.02611111),#5faf00ff
6065,10404.0,956.0,1306886400.0,POINT (-122.735 46.89638889),#45a300ff
6066,10404.0,1158.0,1306886400.0,POINT (-123.6427778 42.27805556),#54aa00ff
6067,10404.0,1332.0,1306886400.0,POINT (-123.1822222 44.02611111),#61b100ff
6069,10404.0,967.0,1306886400.0,POINT (-123.6427778 42.27805556),#46a300ff
6070,10404.0,1097.0,1306886400.0,POINT (-123.1822222 44.02611111),#50a800ff
6071,10404.0,858.0,1306886400.0,POINT (-122.735 46.89638889),#3e9f00ff
6061,10404.0,1039.0,1306886400.0,POINT (-123.1822222 44.02611111),#4ba600ff
6068,10404.0,1064.0,1306886400.0,POINT (-122.735 46.89638889),#4da700ff
6080,10443.0,1290.0,991353600.0,POINT (31.49688333 -25.01973333),#5eaf00ff
6081,10443.0,1156.0,991353600.0,POINT (31.49688333 -25.01973333),#54aa00ff
6680,10445.0,660.0,1243814400.0,POINT (37.65 -5.167),#309800ff
6679,10445.0,570.0,1243814400.0,POINT (37.65 -5.167),#299500ff
6681,10445.0,1220.0,1243814400.0,POINT (37.65 -5.167),#59ac00ff
6682,10445.0,1210.0,1243814400.0,POINT (37.65 -5.167),#58ac00ff
6683,10445.0,480.0,1243814400.0,POINT (37.617 -5.217),#239100ff
6684,10445.0,610.0,1243814400.0,POINT (37.617 -5.217),#2c9600ff
6685,10445.0,1080.0,1243814400.0,POINT (37.617 -5.217),#4ea700ff
6686,10445.0,1040.0,1243814400.0,POINT (37.617 -5.217),#4ca600ff
9034,10449.0,5120.0,1022889600.0,POINT (35.25 -15.5),#ff8900ff
9032,10449.0,408.0,1022889600.0,POINT (35.25 -15.5),#1d8f00ff
9033,10449.0,1054.0,1022889600.0,POINT (35.25 -15.5),#4da600ff
6689,10451.0,2500.0,1149120000.0,POINT (2.1 13.5),#b6db00ff
6690,10451.0,3000.0,1149120000.0,POINT (2.1 13.5),#dbed00ff
6691,10451.0,2000.0,1149120000.0,POINT (2.1 13.5),#92c900ff
6692,10451.0,2600.0,1180656000.0,POINT (2.1 13.5),#bedf00ff
6749,10464.0,1027.0,1370044800.0,POINT (109.5255 36.39),#4ba500ff
6747,10464.0,979.0,1370044800.0,POINT (109.5255 36.39),#47a400ff
6748,10464.0,956.0,1370044800.0,POINT (109.5255 36.39),#45a300ff
6774,10466.0,704.0,1338508800.0,POINT (138.765 35.444),#339a00ff
6768,10466.0,770.0,1149120000.0,POINT (138.765 35.444),#389c00ff
6769,10466.0,839.0,1180656000.0,POINT (138.765 35.444),#3d9f00ff
6770,10466.0,744.0,1212278400.0,POINT (138.765 35.444),#369b00ff
6771,10466.0,760.0,1243814400.0,POINT (138.765 35.444),#379c00ff
6772,10466.0,736.0,1275350400.0,POINT (138.765 35.444),#359b00ff
6773,10466.0,705.0,1306886400.0,POINT (138.765 35.444),#339a00ff
6775,10466.0,787.0,1370044800.0,POINT (138.765 35.444),#399d00ff
6776,10467.0,1816.0,1401580800.0,POINT (106.8 22.08),#84c200ff
6777,10467.0,1835.0,1401580800.0,POINT (106.8 22.08),#86c300ff
6778,10470.0,1014.0,1275350400.0,POINT (-75.90000000000001 35.78),#4aa500ff
6779,10470.0,1077.0,1275350400.0,POINT (-75.90000000000001 35.78),#4ea700ff
6786,10472.0,667.0,1433116800.0,POINT (137.42 36.13),#309800ff
6783,10472.0,713.0,1370044800.0,POINT (137.42 36.13),#349a00ff
6785,10472.0,735.0,1401580800.0,POINT (137.42 36.13),#359b00ff
6787,10472.0,733.0,1433116800.0,POINT (137.42 36.13),#359b00ff
6784,10472.0,624.0,1401580800.0,POINT (137.42 36.13),#2d9700ff
6781,10472.0,624.0,1338508800.0,POINT (137.42 36.13),#2d9700ff
6782,10472.0,604.0,1370044800.0,POINT (137.42 36.13),#2c9600ff
6780,10472.0,531.0,1338508800.0,POINT (137.42 36.13),#269300ff
6830,10487.0,476.0,1370044800.0,POINT (109.43 26.67),#229100ff
6831,10487.0,365.0,1370044800.0,POINT (109.43 26.67),#1a8d00ff
6832,10487.0,357.0,1370044800.0,POINT (109.43 26.67),#1a8d00ff
6833,10487.0,291.0,1370044800.0,POINT (109.43 26.67),#158b00ff
6834,10489.0,2198.0,1243814400.0,POINT (102.55 32.47),#a0d000ff
6835,10489.0,1561.0,1243814400.0,POINT (102.55 32.47),#72b900ff
6836,10489.0,1129.0,1243814400.0,POINT (102.55 32.47),#52a900ff
6839,10490.0,809.0,1401580800.0,POINT (114.28 34.82),#3b9d00ff
6837,10490.0,798.0,1401580800.0,POINT (114.28 34.82),#3a9d00ff
6838,10490.0,949.0,1401580800.0,POINT (114.28 34.82),#45a300ff
6840,10490.0,912.0,1401580800.0,POINT (114.28 34.82),#42a100ff
6843,10491.0,416.0,1433116800.0,POINT (3.6 40),#1e8f00ff
6841,10491.0,908.0,1433116800.0,POINT (8.15 40.6),#42a100ff
6844,10491.0,495.0,1433116800.0,POINT (3.6 40),#249200ff
6842,10491.0,795.0,1433116800.0,POINT (8.15 40.6),#3a9d00ff
6845,10491.0,492.0,1433116800.0,POINT (3.6 40),#239200ff
6846,10491.0,549.0,1433116800.0,POINT (3.6 40),#289400ff
6854,10507.0,589.0,1401580800.0,POINT (13.639 47.789),#2b9500ff
6853,10507.0,541.0,1401580800.0,POINT (13.639 47.789),#279400ff
6851,10507.0,565.0,1401580800.0,POINT (13.639 47.789),#299500ff
6867,10518.0,700.0,1275350400.0,POINT (120.77 23.67),#339a00ff
6864,10518.0,1430.0,1275350400.0,POINT (120.58 24.28),#68b400ff
6863,10518.0,2000.0,1275350400.0,POINT (120.27 22.93),#92c900ff
6862,10518.0,1760.0,1275350400.0,POINT (120.27 22.93),#80c000ff
6868,10518.0,1220.0,1275350400.0,POINT (120.77 23.67),#59ac00ff
6865,10518.0,1730.0,1275350400.0,POINT (120.58 24.28),#7ebf00ff
6866,10518.0,760.0,1275350400.0,POINT (120.77 23.67),#379c00ff
9180,10521.0,338.0,1433116800.0,POINT (128.12 35.1),#188c00ff
9179,10521.0,307.8,1433116800.0,POINT (128.12 35.1),#168b00ff
9178,10521.0,393.0,1401580800.0,POINT (128.12 35.1),#1c8e00ff
9177,10521.0,377.6,1401580800.0,POINT (128.12 35.1),#1b8e00ff
9176,10521.0,353.2,1401580800.0,POINT (128.12 35.1),#198d00ff
9175,10521.0,311.0,1401580800.0,POINT (128.12 35.1),#168b00ff
9182,10521.0,377.5,1433116800.0,POINT (128.12 35.1),#1b8e00ff
9181,10521.0,368.9,1433116800.0,POINT (128.12 35.1),#1a8d00ff
9046,10524.0,893.0,1054425600.0,POINT (116.6 36.95),#41a100ff
9048,10524.0,766.0,1117584000.0,POINT (116.6 36.95),#389c00ff
9049,10524.0,883.0,1149120000.0,POINT (116.6 36.95),#40a000ff
9047,10524.0,759.0,1086048000.0,POINT (116.6 36.95),#379c00ff
9053,10526.0,603.0,1433116800.0,POINT (111.925 31.965),#2c9600ff
9054,10526.0,576.0,1433116800.0,POINT (111.925 31.965),#2a9500ff
9052,10526.0,567.0,1401580800.0,POINT (111.925 31.965),#299500ff
9051,10526.0,497.0,1401580800.0,POINT (111.925 31.965),#249200ff
9183,10529.0,478.15,1433116800.0,POINT (128.12 35.1),#229100ff
9184,10529.0,554.8,1433116800.0,POINT (128.12 35.1),#289400ff
9185,10529.0,671.6,1433116800.0,POINT (128.12 35.1),#319800ff
9186,10529.0,620.5,1433116800.0,POINT (128.12 35.1),#2d9700ff
9187,10533.0,890.0,1401580800.0,POINT (14.43 47.83),#41a000ff
9188,10533.0,850.0,1401580800.0,POINT (14.43 47.83),#3e9f00ff
9189,10533.0,890.0,1401580800.0,POINT (14.43 47.83),#41a000ff
9193,10536.0,1115.0,1433116800.0,POINT (120.8 23.68),#51a900ff
9192,10536.0,1200.0,1401580800.0,POINT (120.8 23.68),#57ac00ff
9190,10536.0,1121.0,1338508800.0,POINT (120.8 23.68),#51a900ff
9191,10536.0,1129.0,1370044800.0,POINT (120.8 23.68),#52a900ff
9194,10539.0,480.06,1433116800.0,POINT (100.63 22.2),#239100ff
9197,10539.0,604.8,1433116800.0,POINT (100.63 22.2),#2c9600ff
9209,10544.0,1883.4,1338508800.0,POINT (10.9 43.92),#89c500ff
9210,10544.0,2505.36,1338508800.0,POINT (10.9 43.92),#b7db00ff
9223,10547.0,1050.0,1370044800.0,POINT (127.04 37.54),#4ca600ff
9220,10547.0,1450.0,1370044800.0,POINT (127.04 37.54),#6ab500ff
9221,10547.0,1130.0,1370044800.0,POINT (127.04 37.54),#52a900ff
9222,10547.0,1220.0,1370044800.0,POINT (127.04 37.54),#59ac00ff
9224,10547.0,1220.0,1370044800.0,POINT (127.04 37.54),#59ac00ff
9227,10555.0,1317.65,1401580800.0,POINT (0.87 52.4),#60b000ff
9228,10555.0,1281.15,1401580800.0,POINT (0.67 52.5),#5daf00ff
9240,10559.0,1567.0,1370044800.0,POINT (108.9 18.6),#72b900ff
9241,10559.0,1300.0,1370044800.0,POINT (108.9 18.6),#5faf00ff
9252,10564.0,828.9,1370044800.0,POINT (101.3 37.6),#3c9e00ff
9251,10564.0,987.5,1338508800.0,POINT (101.3 37.6),#48a400ff
9250,10564.0,814.7,1338508800.0,POINT (101.3 37.6),#3b9e00ff
9253,10564.0,938.9,1370044800.0,POINT (101.3 37.6),#44a200ff
9248,10564.0,891.5,1306886400.0,POINT (101.3 37.6),#41a000ff
9249,10564.0,939.7,1306886400.0,POINT (101.3 37.6),#44a200ff
9246,10564.0,734.4,1275350400.0,POINT (101.3 37.6),#359b00ff
9245,10564.0,863.8,1243814400.0,POINT (101.3 37.6),#3f9f00ff
9244,10564.0,873.8,1243814400.0,POINT (101.3 37.6),#3fa000ff
9247,10564.0,745.9,1275350400.0,POINT (101.3 37.6),#369b00ff
9258,10566.0,881.55,1433116800.0,POINT (36.92 36.9),#40a000ff
9254,10566.0,654.87,1433116800.0,POINT (36.92 36.9),#2f9800ff
9255,10566.0,825.8,1433116800.0,POINT (36.92 36.9),#3c9e00ff
9256,10566.0,790.68,1433116800.0,POINT (36.92 36.9),#399d00ff
9257,10566.0,606.8,1433116800.0,POINT (36.92 36.9),#2c9600ff
9331,10585.0,1197.2,1086048000.0,POINT (-82.76000000000001 42.21),#57ac00ff
9332,10585.0,861.4,1086048000.0,POINT (-82.76000000000001 42.21),#3f9f00ff
9333,10585.0,978.2,1086048000.0,POINT (-82.76000000000001 42.21),#47a400ff
9334,10585.0,1011.05,1086048000.0,POINT (-82.76000000000001 42.21),#49a500ff
9330,10585.0,777.45,1086048000.0,POINT (-82.76000000000001 42.21),#389c00ff
9336,10585.0,952.65,1086048000.0,POINT (-82.76000000000001 42.21),#45a300ff
9335,10585.0,876.0,1086048000.0,POINT (-82.76000000000001 42.21),#40a000ff
9329,10585.0,817.6,1086048000.0,POINT (-82.76000000000001 42.21),#3b9e00ff
9341,10587.0,453.6,1306886400.0,POINT (-116.6 32.03),#219100ff
9342,10587.0,510.3,1306886400.0,POINT (-116.6 32.03),#259300ff
9296,10598.0,1370.0,1433116800.0,POINT (117.467 26.156),#64b200ff
9293,10598.0,1234.0,1401580800.0,POINT (117.467 26.156),#5aad00ff
9295,10598.0,1338.0,1433116800.0,POINT (117.467 26.156),#61b100ff
9297,10598.0,940.0,1433116800.0,POINT (117.467 26.156),#44a200ff
9294,10598.0,862.0,1401580800.0,POINT (117.467 26.156),#3f9f00ff
9287,10598.0,1591.7,1433116800.0,POINT (117.467 26.156),#74ba00ff
9292,10598.0,1248.0,1401580800.0,POINT (117.467 26.156),#5bad00ff
9280,10598.0,1251.6,1370044800.0,POINT (117.467 26.156),#5bae00ff
9281,10598.0,1499.4,1370044800.0,POINT (117.467 26.156),#6db700ff
9282,10598.0,1046.0,1370044800.0,POINT (117.467 26.156),#4ca600ff
9283,10598.0,1126.3,1401580800.0,POINT (117.467 26.156),#52a900ff
9285,10598.0,964.8,1401580800.0,POINT (117.467 26.156),#46a300ff
9286,10598.0,1285.7,1433116800.0,POINT (117.467 26.156),#5eaf00ff
9288,10598.0,1102.3,1433116800.0,POINT (117.467 26.156),#50a800ff
9289,10598.0,1249.0,1370044800.0,POINT (117.467 26.156),#5bae00ff
9284,10598.0,1461.5,1401580800.0,POINT (117.467 26.156),#6ab500ff
9290,10598.0,1249.0,1370044800.0,POINT (117.467 26.156),#5bae00ff
9291,10598.0,844.0,1370044800.0,POINT (117.467 26.156),#3d9f00ff
9302,10599.0,2050.0,1370044800.0,POINT (111.8 -2.791),#95cb00ff
9301,10599.0,1160.0,1370044800.0,POINT (111.82 -2.794),#54aa00ff
9300,10599.0,1200.0,1370044800.0,POINT (111.82 -2.794),#57ac00ff
9299,10599.0,1260.0,1370044800.0,POINT (111.84 -2.823),#5cae00ff
9298,10599.0,1310.0,1370044800.0,POINT (111.84 -2.823),#5fb000ff
9303,10599.0,1020.0,1370044800.0,POINT (111.8 -2.791),#4aa500ff
9352,10607.0,1438.1,1464739200.0,POINT (-79.833 9.15),#69b400ff
9350,10607.0,1226.4,1401580800.0,POINT (-79.833 9.15),#59ad00ff
9349,10607.0,1120.55,1370044800.0,POINT (-79.833 9.15),#51a900ff
9346,10607.0,1481.9,1370044800.0,POINT (-79.833 9.15),#6cb600ff
9347,10607.0,1598.7,1401580800.0,POINT (-79.833 9.15),#74ba00ff
9348,10607.0,1616.95,1464739200.0,POINT (-79.833 9.15),#76bb00ff
9434,10614.0,856.0,1275350400.0,POINT (-79.09999999999999 36.97),#3e9f00ff
9437,10614.0,1193.0,1243814400.0,POINT (-79.09999999999999 36.97),#57ab00ff
9435,10614.0,817.0,1275350400.0,POINT (-79.09999999999999 36.97),#3b9e00ff
9436,10614.0,1250.0,1243814400.0,POINT (-79.09999999999999 36.97),#5bae00ff
9439,10614.0,1023.0,1275350400.0,POINT (-79.09999999999999 36.97),#4aa500ff
9438,10614.0,1096.0,1275350400.0,POINT (-79.09999999999999 36.97),#50a800ff
9433,10614.0,1003.0,1243814400.0,POINT (-79.09999999999999 36.97),#49a500ff
9432,10614.0,999.0,1243814400.0,POINT (-79.09999999999999 36.97),#49a400ff
9443,10620.0,1480.0,1401580800.0,POINT (27.31 58.3),#6cb600ff
9442,10620.0,1190.0,1401580800.0,POINT (27.35 58.3),#57ab00ff
9441,10620.0,1070.0,1401580800.0,POINT (27.25 58.25),#4ea700ff
9440,10620.0,890.0,1401580800.0,POINT (27.27 58.25),#41a000ff
9444,10620.0,920.0,1401580800.0,POINT (27.21 58.3),#43a200ff
9446,10624.0,773.1,1180656000.0,POINT (115.05 26.74),#389c00ff
9448,10634.0,1009.26,1275350400.0,POINT (-84.2 30.65),#49a500ff
9449,10634.0,1417.5,1275350400.0,POINT (-84.2 30.65),#67b400ff
9450,10634.0,1863.54,1275350400.0,POINT (-84.2 30.65),#88c400ff
9390,10639.0,286.97,1370044800.0,POINT (121.53 31.65),#148a00ff
9394,10639.0,125.55,1370044800.0,POINT (121.53 31.65),#098500ff
9380,10639.0,165.24,1370044800.0,POINT (121.53 31.65),#0c8600ff
9381,10639.0,197.15,1370044800.0,POINT (121.53 31.65),#0e8700ff
9382,10639.0,223.49,1370044800.0,POINT (121.53 31.65),#108800ff
9383,10639.0,265.72,1370044800.0,POINT (121.53 31.65),#138a00ff
9384,10639.0,173.0,1370044800.0,POINT (121.53 31.65),#0c8600ff
9385,10639.0,215.0,1370044800.0,POINT (121.53 31.65),#0f8800ff
9386,10639.0,261.0,1370044800.0,POINT (121.53 31.65),#138a00ff
9387,10639.0,275.0,1370044800.0,POINT (121.53 31.65),#148a00ff
9388,10639.0,172.36,1370044800.0,POINT (121.53 31.65),#0c8600ff
9389,10639.0,227.27,1370044800.0,POINT (121.53 31.65),#108800ff
9391,10639.0,243.49,1370044800.0,POINT (121.53 31.65),#118900ff
9392,10639.0,93.0,1370044800.0,POINT (121.53 31.65),#068300ff
9393,10639.0,108.65,1370044800.0,POINT (121.53 31.65),#078400ff
9395,10639.0,168.21,1370044800.0,POINT (121.53 31.65),#0c8600ff
9457,10649.0,405.0,1338508800.0,POINT (126.62 47.43),#1d8f00ff
9458,10649.0,494.0,1370044800.0,POINT (126.62 47.43),#249200ff
9456,10649.0,390.0,1306886400.0,POINT (126.62 47.43),#1c8e00ff
9454,10649.0,367.0,1338508800.0,POINT (126.62 47.43),#1a8d00ff
9453,10649.0,318.0,1306886400.0,POINT (126.62 47.43),#178c00ff
9455,10649.0,188.0,1370044800.0,POINT (126.62 47.43),#0d8700ff
9463,10653.0,945.35,1306886400.0,POINT (10.6 43.01),#45a200ff
9464,10653.0,682.185,1306886400.0,POINT (10.6 43.01),#319900ff
9468,10661.0,780.0,1370044800.0,POINT (27 58),#399c00ff
9469,10661.0,580.0,1370044800.0,POINT (27 58),#2a9500ff
9470,10661.0,990.0,1370044800.0,POINT (27 58),#48a400ff
9471,10661.0,530.0,1370044800.0,POINT (27 58),#269300ff
9472,10661.0,990.0,1370044800.0,POINT (27 58),#48a400ff
9473,10661.0,660.0,1401580800.0,POINT (27 58),#309800ff
9474,10661.0,890.0,1401580800.0,POINT (27 58),#41a000ff
9475,10661.0,650.0,1401580800.0,POINT (27 58),#2f9800ff
9486,10664.0,642.4,1433116800.0,POINT (104.41 36.03),#2e9700ff
