,Study_number,Rs_annual,Study_midyear,geometry,color
2782,14.0,1240.0,-270950400.0,POINT (23.73 0.8),#5aad00ff
109,17.0,400.0,-239414400.0,POINT (-0.36 51.81),#1d8f00ff
782,20.0,376.0,-270950400.0,POINT (-84.29000000000001 35.99),#1b8e00ff
783,20.0,419.0,-270950400.0,POINT (-84.29000000000001 35.99),#1e8f00ff
784,20.0,422.0,-270950400.0,POINT (-84.29000000000001 35.99),#1e8f00ff
785,20.0,370.0,-239414400.0,POINT (-84.29000000000001 35.99),#1b8d00ff
2355,24.0,260.0,-113184000.0,POINT (33 67.5),#138900ff
2353,24.0,260.0,-113184000.0,POINT (33 67.5),#138900ff
2354,24.0,240.0,-113184000.0,POINT (33 67.5),#118900ff
2352,24.0,120.0,-144720000.0,POINT (33 67.5),#088400ff
1352,35.0,739.0,-144720000.0,POINT (-93.17 45.5),#369b00ff
1351,35.0,707.0,-144720000.0,POINT (-93.17 45.5),#339a00ff
1350,35.0,794.0,-144720000.0,POINT (-93.17 45.5),#3a9d00ff
2356,36.0,595.0,-144720000.0,POINT (92.17 56.02),#2b9600ff
2357,36.0,784.0,-144720000.0,POINT (92.17 56.02),#399d00ff
2359,36.0,412.0,-144720000.0,POINT (92.17 56.02),#1e8f00ff
2360,36.0,362.0,-144720000.0,POINT (92.17 56.02),#1a8d00ff
2358,36.0,584.0,-144720000.0,POINT (92.17 56.02),#2a9500ff
786,39.0,399.0,-113184000.0,POINT (9.92 56.25),#1d8f00ff
275,40.0,820.0,-50025600.0,POINT (144 -37.17),#3b9e00ff
273,40.0,780.0,-50025600.0,POINT (144 -37.17),#399c00ff
272,40.0,1230.0,-50025600.0,POINT (144 -37.17),#59ad00ff
274,40.0,920.0,-50025600.0,POINT (144 -37.17),#43a200ff
2502,44.0,303.0,-81648000.0,POINT (-84.09999999999999 36),#168b00ff
2380,59.0,510.0,44582400.0,POINT (1.61 48.56),#259300ff
2379,59.0,540.0,13046400.0,POINT (1.61 48.56),#279400ff
2378,59.0,380.0,-18489600.0,POINT (1.61 48.56),#1b8e00ff
2376,59.0,710.0,13046400.0,POINT (1.65 48.36),#339a00ff
2375,59.0,470.0,-18489600.0,POINT (1.65 48.36),#229100ff
2377,59.0,570.0,44582400.0,POINT (1.65 48.36),#299500ff
3120,61.0,288.0,-81648000.0,POINT (-61.78 -1.4),#158a00ff
789,66.0,1556.0,-113184000.0,POINT (135.83 34.69),#71b900ff
788,66.0,1272.0,-176256000.0,POINT (135.83 34.69),#5dae00ff
787,66.0,1054.0,13046400.0,POINT (135.25 34.75),#4da600ff
102,68.0,457.0,-18489600.0,POINT (-91.94 38.95),#219100ff
3277,77.0,160.0,-81648000.0,POINT (4.36 50.07),#0b8600ff
2450,78.0,224.0,13046400.0,POINT (28.67 66.37),#108800ff
3225,90.0,792.0,76204800.0,POINT (14.65 41.13),#399d00ff
791,94.0,422.0,13046400.0,POINT (-81.67 33.5),#1e8f00ff
790,94.0,357.0,-18489600.0,POINT (-81.67 33.5),#1a8d00ff
781,95.0,1013.0,44582400.0,POINT (-92.2 38.8),#4aa500ff
3282,108.0,49.0,44582400.0,POINT (4.83 43.9),#038200ff
3280,108.0,128.0,44582400.0,POINT (4.83 43.9),#098500ff
3279,108.0,92.0,13046400.0,POINT (4.83 43.9),#068300ff
3281,108.0,32.0,13046400.0,POINT (4.83 43.9),#028100ff
2441,109.0,1070.0,44582400.0,POINT (-84.29000000000001 35.99),#4ea700ff
792,114.0,1098.0,139276800.0,POINT (135.25 34.75),#50a800ff
129,115.0,128.0,107740800.0,POINT (-1.37 51.7),#098500ff
1664,120.0,165.0,44582400.0,POINT (-121.8 47.5),#0c8600ff
2396,142.0,830.0,44582400.0,POINT (16.25 48.67),#3c9e00ff
2397,142.0,600.0,44582400.0,POINT (16.25 48.67),#2b9600ff
3275,143.0,296.0,107740800.0,POINT (14.65 41.13),#158b00ff
3276,143.0,333.0,107740800.0,POINT (14.65 41.13),#188c00ff
795,145.0,187.0,44582400.0,POINT (-113.08 41.87),#0d8700ff
796,145.0,184.0,44582400.0,POINT (-113.08 41.87),#0d8700ff
30,148.0,1065.0,233971200.0,POINT (-84.29000000000001 35.99),#4da700ff
903,151.0,1461.0,139276800.0,POINT (-122.5 44),#6ab500ff
902,151.0,2045.0,139276800.0,POINT (-122.5 44),#95ca00ff
900,151.0,2383.0,139276800.0,POINT (-122.5 44),#aed700ff
901,151.0,1214.0,139276800.0,POINT (-122.5 44),#58ac00ff
899,151.0,1653.0,139276800.0,POINT (-122.5 44),#78bc00ff
95,153.0,452.0,170812800.0,POINT (-92.33 38.9),#219000ff
3250,155.0,757.0,76204800.0,POINT (-79.33 36),#379c00ff
96,177.0,53.0,44582400.0,POINT (-156.67 71.3),#038200ff
1353,183.0,1013.0,-18489600.0,POINT (-92.2 38.75),#4aa500ff
3238,184.0,700.0,170812800.0,POINT (-39.25 -16.07),#339a00ff
2442,190.0,1424.0,76204800.0,POINT (101.63 2.98),#68b400ff
2748,205.0,932.0,44582400.0,POINT (130.58 32.17),#44a200ff
2747,205.0,1218.0,44582400.0,POINT (130.58 32.17),#59ac00ff
2746,205.0,841.0,44582400.0,POINT (130.58 32.17),#3d9f00ff
2745,205.0,1082.0,44582400.0,POINT (130.58 32.17),#4fa700ff
2744,205.0,1110.0,13046400.0,POINT (130.58 32.17),#51a800ff
2743,205.0,933.0,13046400.0,POINT (130.58 32.17),#44a200ff
2742,205.0,1220.0,13046400.0,POINT (130.58 32.17),#59ac00ff
2741,205.0,843.0,13046400.0,POINT (130.58 32.17),#3d9f00ff
2749,205.0,1110.0,44582400.0,POINT (130.58 32.17),#51a800ff
2740,205.0,1085.0,13046400.0,POINT (130.58 32.17),#4fa800ff
797,215.0,491.0,202435200.0,POINT (-84.28 35.97),#239200ff
798,215.0,436.0,202435200.0,POINT (-84.28 35.97),#1f9000ff
58,231.0,62.0,13046400.0,POINT (-156.67 71.3),#048200ff
3240,241.0,369.0,202435200.0,POINT (-67 1.9),#1a8d00ff
3239,241.0,455.0,202435200.0,POINT (-67 1.9),#219100ff
794,243.0,1429.0,44582400.0,POINT (102.31 2.98),#68b400ff
793,243.0,494.0,202435200.0,POINT (135.42 32),#249200ff
3241,251.0,33.0,139276800.0,POINT (19.05 68.37),#028100ff
802,252.0,565.0,297043200.0,POINT (-121.95 47.38),#299500ff
799,252.0,490.0,297043200.0,POINT (-121.95 47.38),#239200ff
800,252.0,650.0,297043200.0,POINT (-121.95 47.38),#2f9800ff
801,252.0,620.0,297043200.0,POINT (-121.58 47.32),#2d9700ff
803,263.0,345.0,170812800.0,POINT (24 38),#198d00ff
804,263.0,411.0,202435200.0,POINT (24 38),#1e8f00ff
1637,267.0,470.0,170812800.0,POINT (76.18000000000001 29.97),#229100ff
3197,269.0,1.0,297043200.0,POINT (39.53 -69.02),#008000ff
805,281.0,509.0,328665600.0,POINT (-81.67 33.5),#259300ff
806,281.0,484.0,328665600.0,POINT (-81.67 33.5),#239200ff
808,281.0,397.0,328665600.0,POINT (-81.67 33.5),#1d8e00ff
807,281.0,478.0,328665600.0,POINT (-81.67 33.5),#229100ff
3242,282.0,890.0,297043200.0,POINT (152.4 -30.5),#41a000ff
2373,283.0,999.0,44582400.0,POINT (-96.5 32),#49a400ff
2446,288.0,615.0,233971200.0,POINT (75.72 23.18),#2c9600ff
2445,288.0,902.0,233971200.0,POINT (75.72 23.18),#41a100ff
2443,288.0,686.0,233971200.0,POINT (75.72 23.18),#329900ff
2444,288.0,646.0,233971200.0,POINT (75.72 23.18),#2f9800ff
2361,289.0,638.0,202435200.0,POINT (75.72 23.18),#2e9700ff
3260,291.0,742.0,233971200.0,POINT (24 38),#369b00ff
3259,291.0,582.0,202435200.0,POINT (24 38),#2a9500ff
3258,291.0,689.0,233971200.0,POINT (24 38),#329900ff
3257,291.0,677.0,202435200.0,POINT (24 38),#319900ff
866,302.0,42.0,328665600.0,POINT (-150.33 67.08),#038200ff
868,302.0,56.0,328665600.0,POINT (-149.33 68.62),#048200ff
867,302.0,34.0,328665600.0,POINT (-149.67 68.03),#028100ff
66,313.0,492.0,360201600.0,POINT (-84.29000000000001 35.99),#239200ff
65,313.0,483.0,360201600.0,POINT (-84.29000000000001 35.99),#239200ff
64,313.0,529.0,360201600.0,POINT (-84.29000000000001 35.99),#269300ff
131,316.0,1299.0,328665600.0,POINT (132.45 34.38),#5faf00ff
132,316.0,774.0,328665600.0,POINT (132.45 34.38),#389c00ff
130,320.0,215.0,297043200.0,POINT (-104.39 32.75),#0f8800ff
2637,321.0,1241.0,297043200.0,POINT (-83.83 10.43),#5aad00ff
2638,321.0,256.0,297043200.0,POINT (-83.83 10.43),#128900ff
2933,326.0,418.0,328665600.0,POINT (-90.58 29.75),#1e8f00ff
2935,326.0,616.0,328665600.0,POINT (-90.08 29.25),#2d9600ff
2934,326.0,180.0,328665600.0,POINT (-90.33 29.58),#0d8700ff
2451,352.0,987.0,360201600.0,POINT (132.52 34.4),#48a400ff
2452,352.0,1255.0,328665600.0,POINT (132.52 34.4),#5bae00ff
2504,358.0,975.0,233971200.0,POINT (91.75 25.58),#47a400ff
3123,365.0,329.0,391737600.0,POINT (6.42 50.9),#188c00ff
3124,365.0,251.0,423273600.0,POINT (6.42 50.9),#128900ff
3122,365.0,221.0,360201600.0,POINT (6.42 50.9),#108800ff
3121,365.0,235.0,328665600.0,POINT (6.42 50.9),#118900ff
810,385.0,762.0,360201600.0,POINT (-70.65000000000001 41.58),#379c00ff
2413,390.0,127.0,423273600.0,POINT (-148 64.87),#098500ff
2412,390.0,144.0,423273600.0,POINT (-148 64.87),#0a8500ff
2414,390.0,76.0,423273600.0,POINT (-148 64.87),#058300ff
1642,395.0,250.0,454896000.0,POINT (8.08 53.17),#128900ff
1641,395.0,200.0,454896000.0,POINT (8.08 53.17),#0e8700ff
2321,404.0,250.0,328665600.0,POINT (30.88 62.85),#128900ff
2320,404.0,230.0,328665600.0,POINT (30.88 62.85),#108800ff
2319,404.0,350.0,328665600.0,POINT (30.88 62.85),#198d00ff
811,408.0,536.0,170812800.0,POINT (135.83 35.08),#279400ff
2415,417.0,568.0,391737600.0,POINT (84 20.5),#299500ff
2374,421.0,640.0,517968000.0,POINT (-92.33 38.83),#2e9700ff
1418,432.0,562.0,454896000.0,POINT (-65.75 18.32),#299400ff
1426,432.0,915.0,454896000.0,POINT (-77.08 -1),#42a100ff
1425,432.0,1241.0,454896000.0,POINT (-77.08 -1),#5aad00ff
1423,432.0,1130.0,454896000.0,POINT (-77.08 -1),#52a900ff
1419,432.0,777.0,454896000.0,POINT (-65.75 18.32),#389c00ff
1424,432.0,2149.0,454896000.0,POINT (-77.08 -1),#9dce00ff
1421,432.0,1033.0,454896000.0,POINT (-65.75 18.32),#4ba600ff
1422,432.0,1657.0,454896000.0,POINT (-77.08 -1),#79bc00ff
1420,432.0,1075.0,454896000.0,POINT (-65.75 18.32),#4ea700ff
870,439.0,82.0,391737600.0,POINT (-66.7 55.72),#058300ff
872,439.0,155.0,391737600.0,POINT (-66.7 55.72),#0b8600ff
873,439.0,161.0,391737600.0,POINT (-66.7 55.72),#0b8600ff
874,439.0,180.0,391737600.0,POINT (-66.7 55.72),#0d8700ff
871,439.0,95.0,391737600.0,POINT (-66.7 55.72),#068300ff
2453,447.0,683.0,297043200.0,POINT (76.18000000000001 29.97),#319900ff
135,451.0,430.0,328665600.0,POINT (80.02 25.3),#1f9000ff
39,461.0,316.0,486432000.0,POINT (-92.33 38.9),#178c00ff
40,461.0,330.0,486432000.0,POINT (-92.33 38.9),#188c00ff
28,469.0,850.0,454896000.0,POINT (-82.11 29.95),#3e9f00ff
29,469.0,1300.0,454896000.0,POINT (-82.11 29.95),#5faf00ff
2409,487.0,826.0,233971200.0,POINT (115.5 -33.83),#3c9e00ff
2408,487.0,667.0,233971200.0,POINT (115.5 -33.83),#309800ff
2407,487.0,1055.0,233971200.0,POINT (115.5 -33.83),#4da600ff
1427,491.0,274.0,454896000.0,POINT (-112 40.75),#148a00ff
3174,496.0,595.0,423273600.0,POINT (-92.33 38.9),#2b9600ff
3287,514.0,1009.0,423273600.0,POINT (-83.38 33.95),#49a500ff
3286,514.0,1173.0,423273600.0,POINT (-83.38 33.95),#55ab00ff
2383,521.0,264.0,423273600.0,POINT (-79.18000000000001 35.33),#138a00ff
2382,521.0,360.0,423273600.0,POINT (-79.18000000000001 35.33),#1a8d00ff
1428,539.0,1577.0,486432000.0,POINT (-60 -3),#73b900ff
2381,544.0,610.0,328665600.0,POINT (-84.28 35.97),#2c9600ff
1657,552.0,1450.0,454896000.0,POINT (-79.84999999999999 9.15),#6ab500ff
2508,560.0,1415.0,549504000.0,POINT (133.1 35.5),#67b400ff
3058,571.0,590.0,454896000.0,POINT (73 33),#2b9500ff
3062,571.0,504.0,486432000.0,POINT (73 33),#249200ff
3060,571.0,359.0,454896000.0,POINT (73 33),#1a8d00ff
3061,571.0,743.0,486432000.0,POINT (73 33),#369b00ff
3063,571.0,331.0,486432000.0,POINT (73 33),#188c00ff
3059,571.0,533.0,454896000.0,POINT (73 33),#269300ff
812,596.0,380.0,486432000.0,POINT (146.17 -18.97),#1b8e00ff
158,605.0,230.0,391737600.0,POINT (17.63 60.17),#108800ff
160,605.0,350.0,391737600.0,POINT (17.63 60.17),#198d00ff
159,605.0,230.0,391737600.0,POINT (17.63 60.17),#108800ff
161,605.0,400.0,391737600.0,POINT (17.63 60.17),#1d8f00ff
4601,645.0,518.0,360201600.0,POINT (-84.7 45.55),#259300ff
4604,645.0,518.0,360201600.0,POINT (-84.7 45.55),#259300ff
4602,645.0,518.0,360201600.0,POINT (-84.7 45.55),#259300ff
4614,645.0,477.0,423273600.0,POINT (-84.7 45.55),#229100ff
4613,645.0,477.0,423273600.0,POINT (-84.7 45.55),#229100ff
4612,645.0,477.0,423273600.0,POINT (-84.7 45.55),#229100ff
4611,645.0,477.0,423273600.0,POINT (-84.7 45.55),#229100ff
4610,645.0,573.0,391737600.0,POINT (-84.7 45.55),#299500ff
4609,645.0,573.0,391737600.0,POINT (-84.7 45.55),#299500ff
4615,645.0,477.0,423273600.0,POINT (-84.7 45.55),#229100ff
4608,645.0,573.0,391737600.0,POINT (-84.7 45.55),#299500ff
4607,645.0,573.0,391737600.0,POINT (-84.7 45.55),#299500ff
4606,645.0,573.0,391737600.0,POINT (-84.7 45.55),#299500ff
4605,645.0,518.0,360201600.0,POINT (-84.7 45.55),#259300ff
4603,645.0,518.0,360201600.0,POINT (-84.7 45.55),#259300ff
1647,680.0,794.0,644198400.0,POINT (-77.08 34.92),#3a9d00ff
1648,680.0,1086.0,644198400.0,POINT (-77.08 34.92),#4fa800ff
1646,680.0,672.0,644198400.0,POINT (-77.08 34.92),#319800ff
3243,730.0,673.0,360201600.0,POINT (22.67 53.5),#319900ff
38,754.0,371.0,675734400.0,POINT (-72.15000000000001 42.5),#1b8e00ff
163,805.0,902.0,581126400.0,POINT (-81.42 32.13),#41a100ff
162,805.0,881.0,581126400.0,POINT (-81.42 32.13),#40a000ff
877,815.0,1613.0,675734400.0,POINT (-96.58 39.08),#75bb00ff
878,815.0,1384.0,675734400.0,POINT (-96.58 39.08),#65b200ff
880,815.0,906.0,675734400.0,POINT (-96.58 39.08),#42a100ff
879,815.0,1314.0,675734400.0,POINT (-96.58 39.08),#60b000ff
2936,844.0,362.0,517968000.0,POINT (-73 -51),#1a8d00ff
1655,852.0,967.0,675734400.0,POINT (-79 36),#46a300ff
1654,852.0,848.0,675734400.0,POINT (-79 36),#3e9f00ff
1653,852.0,1022.0,675734400.0,POINT (-79 36),#4aa500ff
1652,852.0,840.0,675734400.0,POINT (-79 36),#3d9f00ff
1651,852.0,986.0,675734400.0,POINT (-79 36),#48a400ff
1650,852.0,732.0,675734400.0,POINT (-79 36),#359b00ff
1656,852.0,911.0,675734400.0,POINT (-79 36),#42a100ff
1649,852.0,669.0,675734400.0,POINT (-79 36),#309800ff
1672,865.0,876.0,707356800.0,POINT (-120.8 38.7),#40a000ff
1671,865.0,2190.0,707356800.0,POINT (-120.8 38.7),#a0d000ff
1670,865.0,986.0,707356800.0,POINT (-120.8 38.7),#48a400ff
1669,865.0,949.0,707356800.0,POINT (-120.8 38.7),#45a300ff
1668,865.0,803.0,707356800.0,POINT (-120.8 38.7),#3a9d00ff
1667,865.0,657.0,707356800.0,POINT (-120.8 38.7),#309800ff
1666,865.0,1241.0,707356800.0,POINT (-120.8 38.7),#5aad00ff
1665,865.0,511.0,707356800.0,POINT (-120.8 38.7),#259300ff
1430,886.0,1250.0,675734400.0,POINT (-72.17 42.5),#5bae00ff
1429,886.0,712.0,675734400.0,POINT (-72.17 42.5),#349a00ff
3102,889.0,1017.0,644198400.0,POINT (-61 5),#4aa500ff
3101,889.0,1219.0,644198400.0,POINT (-61 5),#59ac00ff
3100,889.0,891.0,644198400.0,POINT (-61 5),#41a000ff
239,900.0,469.0,707356800.0,POINT (-85.8 44.8),#229100ff
238,900.0,467.0,707356800.0,POINT (-85.8 44.8),#229100ff
240,900.0,474.0,707356800.0,POINT (-85.8 44.8),#229100ff
237,900.0,487.0,707356800.0,POINT (-85.8 44.8),#239200ff
881,941.0,515.0,707356800.0,POINT (-94.43000000000001 30.53),#259300ff
882,941.0,695.0,707356800.0,POINT (-94.43000000000001 30.53),#329900ff
883,941.0,412.0,707356800.0,POINT (-94.43000000000001 30.53),#1e8f00ff
884,941.0,519.0,707356800.0,POINT (-94.43000000000001 30.53),#259300ff
885,941.0,662.0,707356800.0,POINT (-94.43000000000001 30.53),#309800ff
886,941.0,509.0,707356800.0,POINT (-94.43000000000001 30.53),#259300ff
909,942.0,842.0,707356800.0,POINT (-94.43000000000001 30.53),#3d9f00ff
908,942.0,817.0,707356800.0,POINT (-94.43000000000001 30.53),#3b9e00ff
907,942.0,667.0,707356800.0,POINT (-94.43000000000001 30.53),#309800ff
906,942.0,718.0,707356800.0,POINT (-94.43000000000001 30.53),#349a00ff
905,942.0,534.0,707356800.0,POINT (-94.43000000000001 30.53),#279300ff
904,942.0,585.0,707356800.0,POINT (-94.43000000000001 30.53),#2a9500ff
37,951.0,404.0,738892800.0,POINT (-89.67 46.17),#1d8f00ff
36,951.0,505.0,738892800.0,POINT (-89.67 46.17),#249200ff
35,951.0,374.0,707356800.0,POINT (-89.67 46.17),#1b8e00ff
34,951.0,483.0,707356800.0,POINT (-89.67 46.17),#239200ff
33,951.0,478.0,675734400.0,POINT (-89.67 46.17),#229100ff
32,951.0,541.0,675734400.0,POINT (-89.67 46.17),#279400ff
509,982.0,540.0,454896000.0,POINT (132.5 34.42),#279400ff
1678,983.0,574.0,707356800.0,POINT (30.97 62.78),#299500ff
1677,983.0,583.0,707356800.0,POINT (30.97 62.78),#2a9500ff
1674,983.0,502.0,707356800.0,POINT (30.97 62.78),#249200ff
1675,983.0,456.0,707356800.0,POINT (30.97 62.78),#219100ff
1673,983.0,712.0,707356800.0,POINT (30.97 62.78),#349a00ff
691,986.0,727.0,675734400.0,POINT (2.35 41.77),#359a00ff
690,986.0,657.0,675734400.0,POINT (0.92 41.22),#309800ff
689,986.0,1069.0,675734400.0,POINT (0.92 41.22),#4ea700ff
815,1008.0,2260.0,675734400.0,POINT (-155.5 19.75),#a5d200ff
814,1008.0,2910.0,675734400.0,POINT (-155.5 19.75),#d4ea00ff
813,1008.0,3180.0,675734400.0,POINT (-155.5 19.75),#e8f400ff
68,1009.0,2400.0,801964800.0,POINT (-47.52 -2.98),#afd700ff
3245,1017.0,1040.0,707356800.0,POINT (-60.57 -33.93),#4ca600ff
3244,1017.0,950.0,707356800.0,POINT (-60.57 -33.93),#45a300ff
693,1028.0,354.0,675734400.0,POINT (-2.58 56.91),#198d00ff
692,1028.0,463.0,675734400.0,POINT (-2.58 56.91),#219100ff
695,1028.0,783.0,675734400.0,POINT (-3.43 58.43),#399d00ff
694,1028.0,310.0,675734400.0,POINT (-3.43 58.43),#168b00ff
104,1078.0,1610.0,738892800.0,POINT (2.13 6.38),#75bb00ff
3292,1080.0,2558.0,738892800.0,POINT (-85.95 32.41),#bbdd00ff
3291,1080.0,1357.0,738892800.0,POINT (-85.95 32.41),#63b100ff
3271,1083.0,323.0,738892800.0,POINT (-122.23 37.4),#178c00ff
3272,1083.0,440.0,738892800.0,POINT (-122.23 37.4),#209000ff
3273,1083.0,485.0,738892800.0,POINT (-122.23 37.4),#239200ff
3274,1083.0,346.0,738892800.0,POINT (-122.23 37.4),#198d00ff
3082,1085.0,520.0,707356800.0,POINT (-123.9 47.82),#269300ff
3081,1085.0,548.0,707356800.0,POINT (-123.9 47.82),#289400ff
3215,1092.0,483.0,738892800.0,POINT (140.12 36.02),#239200ff
3214,1092.0,514.0,707356800.0,POINT (140.12 36.02),#259300ff
3216,1093.0,940.0,707356800.0,POINT (132.13 34.18),#44a200ff
696,1099.0,229.0,738892800.0,POINT (9.82 56.23),#108800ff
697,1099.0,98.0,738892800.0,POINT (9.82 56.23),#078400ff
119,1112.0,987.0,738892800.0,POINT (148.93 -35.35),#48a400ff
406,1116.0,465.0,707356800.0,POINT (29.83 62.23),#229100ff
405,1116.0,535.0,707356800.0,POINT (29.83 62.23),#279300ff
403,1116.0,292.0,707356800.0,POINT (30.97 62.77),#158b00ff
407,1116.0,225.0,707356800.0,POINT (30.97 62.77),#108800ff
404,1116.0,606.0,707356800.0,POINT (29.83 62.23),#2c9600ff
408,1116.0,186.0,707356800.0,POINT (24.3 61.78),#0d8700ff
415,1116.0,183.0,707356800.0,POINT (30.97 62.77),#0d8700ff
410,1116.0,287.0,707356800.0,POINT (24.3 61.78),#148a00ff
411,1116.0,362.0,707356800.0,POINT (24.3 61.78),#1a8d00ff
412,1116.0,618.0,707356800.0,POINT (29.83 62.23),#2d9700ff
413,1116.0,178.0,707356800.0,POINT (24.3 61.78),#0d8600ff
414,1116.0,445.0,707356800.0,POINT (24.3 61.78),#209000ff
402,1116.0,347.0,707356800.0,POINT (24.3 61.78),#198d00ff
409,1116.0,385.0,707356800.0,POINT (24.3 61.78),#1c8e00ff
401,1116.0,374.0,707356800.0,POINT (24.3 61.78),#1b8e00ff
399,1116.0,354.0,707356800.0,POINT (24.3 61.78),#198d00ff
378,1116.0,606.0,675734400.0,POINT (29.83 62.23),#2c9600ff
376,1116.0,332.0,675734400.0,POINT (24.3 61.78),#188c00ff
377,1116.0,285.0,675734400.0,POINT (30.97 62.77),#148a00ff
373,1116.0,292.0,675734400.0,POINT (24.3 61.78),#158b00ff
372,1116.0,235.0,675734400.0,POINT (24.3 61.78),#118900ff
371,1116.0,152.0,675734400.0,POINT (24.3 61.78),#0b8600ff
370,1116.0,140.0,675734400.0,POINT (30.97 62.77),#0a8500ff
369,1116.0,101.0,675734400.0,POINT (30.97 62.77),#078400ff
368,1116.0,273.0,675734400.0,POINT (24.3 61.78),#138a00ff
367,1116.0,178.0,675734400.0,POINT (24.3 61.78),#0d8600ff
365,1116.0,52.0,675734400.0,POINT (30.97 62.77),#038200ff
379,1116.0,535.0,675734400.0,POINT (29.83 62.23),#279300ff
380,1116.0,465.0,675734400.0,POINT (29.83 62.23),#229100ff
366,1116.0,111.0,675734400.0,POINT (30.97 62.77),#088400ff
381,1116.0,131.0,675734400.0,POINT (30.97 62.77),#098500ff
375,1116.0,343.0,675734400.0,POINT (24.3 61.78),#198c00ff
382,1116.0,190.0,675734400.0,POINT (24.3 61.78),#0d8700ff
400,1116.0,378.0,707356800.0,POINT (24.3 61.78),#1b8e00ff
384,1116.0,252.0,675734400.0,POINT (24.3 61.78),#128900ff
385,1116.0,321.0,675734400.0,POINT (24.3 61.78),#178c00ff
386,1116.0,551.0,675734400.0,POINT (30.97 62.77),#289400ff
389,1116.0,154.0,675734400.0,POINT (30.97 62.77),#0b8600ff
390,1116.0,136.0,707356800.0,POINT (30.97 62.77),#098500ff
391,1116.0,144.0,707356800.0,POINT (30.97 62.77),#0a8500ff
392,1116.0,143.0,707356800.0,POINT (30.97 62.77),#0a8500ff
393,1116.0,227.0,707356800.0,POINT (24.3 61.78),#108800ff
394,1116.0,394.0,707356800.0,POINT (24.3 61.78),#1c8e00ff
395,1116.0,170.0,707356800.0,POINT (30.97 62.77),#0c8600ff
396,1116.0,179.0,707356800.0,POINT (30.97 62.77),#0d8700ff
397,1116.0,176.0,707356800.0,POINT (24.3 61.78),#0c8600ff
398,1116.0,240.0,707356800.0,POINT (24.3 61.78),#118900ff
383,1116.0,326.0,675734400.0,POINT (24.3 61.78),#178c00ff
374,1116.0,339.0,675734400.0,POINT (24.3 61.78),#188c00ff
534,1118.0,478.0,738892800.0,POINT (-68.77 45.03),#229100ff
3201,1120.0,646.0,801964800.0,POINT (126.75 37.5),#2f9800ff
3200,1120.0,732.0,801964800.0,POINT (126.75 37.5),#359b00ff
241,1123.0,1773.0,549504000.0,POINT (4.25 50.11),#81c100ff
242,1123.0,1827.0,581126400.0,POINT (4.25 50.11),#85c300ff
243,1123.0,2018.0,612662400.0,POINT (4.25 50.11),#93ca00ff
910,1154.0,1923.0,770428800.0,POINT (-53 5.03),#8cc600ff
2557,1173.0,1709.0,738892800.0,POINT (99 16),#7dbe00ff
2556,1173.0,1510.0,738892800.0,POINT (99 16),#6eb700ff
2555,1173.0,1244.0,738892800.0,POINT (99 16),#5aad00ff
2554,1173.0,1372.0,738892800.0,POINT (99 16),#64b200ff
2551,1173.0,1385.0,738892800.0,POINT (99 16),#65b200ff
2552,1173.0,1651.0,738892800.0,POINT (99 16),#78bc00ff
2553,1173.0,1269.0,738892800.0,POINT (99 16),#5cae00ff
98,1185.0,323.0,770428800.0,POINT (-122.23 37.4),#178c00ff
911,1187.0,1426.0,581126400.0,POINT (135.77 34.93),#68b400ff
1439,1192.0,404.0,707356800.0,POINT (79.34 29.12),#1d8f00ff
1438,1192.0,571.0,707356800.0,POINT (79.34 29.12),#299500ff
1437,1192.0,590.0,707356800.0,POINT (79.34 29.12),#2b9500ff
704,1194.0,711.0,738892800.0,POINT (148.8 -35.39),#349a00ff
705,1194.0,655.0,738892800.0,POINT (148.8 -35.39),#2f9800ff
706,1200.0,640.0,675734400.0,POINT (9 54),#2e9700ff
707,1200.0,686.0,675734400.0,POINT (9 54),#329900ff
546,1207.0,670.0,770428800.0,POINT (-88.65000000000001 49.17),#319800ff
1446,1216.0,368.0,770428800.0,POINT (-105.08 53.92),#1a8d00ff
1447,1216.0,283.0,770428800.0,POINT (-105.08 53.92),#148a00ff
121,1232.0,905.0,770428800.0,POINT (-106.2 53.63),#42a100ff
122,1232.0,564.0,770428800.0,POINT (-105.12 53.99),#299500ff
120,1232.0,338.0,770428800.0,POINT (-104.69 53.92),#188c00ff
3093,1245.0,161.0,549504000.0,POINT (79.48 29.4),#0b8600ff
3094,1245.0,948.0,549504000.0,POINT (79.48 29.4),#45a300ff
3095,1245.0,1160.0,549504000.0,POINT (79.48 29.4),#54aa00ff
3096,1245.0,313.0,549504000.0,POINT (79.48 29.4),#168b00ff
3097,1245.0,1045.0,549504000.0,POINT (79.48 29.4),#4ca600ff
3098,1245.0,1261.0,549504000.0,POINT (79.48 29.4),#5cae00ff
709,1249.0,796.0,738892800.0,POINT (-120.8 38.73),#3a9d00ff
710,1249.0,647.0,738892800.0,POINT (-120.8 38.73),#2f9800ff
708,1249.0,478.0,738892800.0,POINT (-120.8 38.73),#229100ff
711,1253.0,800.0,738892800.0,POINT (-81.94 40.81),#3a9d00ff
712,1253.0,730.0,738892800.0,POINT (-81.94 40.81),#359b00ff
713,1253.0,621.0,738892800.0,POINT (-81.94 40.81),#2d9700ff
3323,1256.0,386.0,770428800.0,POINT (-76.5 42.4),#1c8e00ff
3324,1256.0,624.0,770428800.0,POINT (-76.5 42.4),#2d9700ff
